,avoir,dire,voir,faire,pouvoir,vouloir,jeune,savoir,aller,devoir,regarder,croire,connaître,être,venir,trouver,prendre,petit,aimer,répondre,demander,mettre,parler,suivre,entendre,sentir,comprendre,penser,attendre,tenir,laisser,cher,pauvre,apercevoir,quitter,lever,sortir,passer,reprendre,revenir,donner,chercher,appeler,entrer,rester,arriver,sembler,arrêter,reconnaître,paraître,continuer,demande,retrouver,prier,ouvrir,rencontrer,écrier,tourner,partir,recevoir,songer,interrompre,murmurer,lire,répéter,rendre,vieux,apprendre,revoir,interroger,essayer,ignorer,jeter,écouter,saisir,espérer,remercier,montrer,considérer,ajouter,sourire,tendre,envoyer,bon,sûr,porter,perdre,oublier,conduire,craindre,avancer,demeurer,seul,rejoindre,poursuivre,remarquer,asseoir,tuer,devenir,grand
1922_Alanic-Mathilde_La-route-ardente.book --- annie,0.028852920478536243,0.011259676284306826,0.01618578465869106,0.01688951442646024,0.015482054890921885,0.01618578465869106,0.07881773399014778,0.014778325123152709,0.01618578465869106,0.01618578465869106,0.009148486980999296,0.00844475721323012,0.0063335679099225895,0.0049261083743842365,0.01055594651653765,0.014074595355383532,0.007037297677691766,0.0063335679099225895,0.005629838142153413,0.0014074595355383533,0.003518648838845883,0.0014074595355383533,0.003518648838845883,0.003518648838845883,0.0063335679099225895,0.007037297677691766,0.0063335679099225895,0.00211118930330753,0.007037297677691766,0.0014074595355383533,0.005629838142153413,0.007741027445460943,0.0063335679099225895,0.00422237860661506,0.0,0.007037297677691766,0.0049261083743842365,0.003518648838845883,0.0049261083743842365,0.0028149190710767065,0.0028149190710767065,0.003518648838845883,0.003518648838845883,0.003518648838845883,0.0014074595355383533,0.00422237860661506,0.0007037297677691766,0.00211118930330753,0.003518648838845883,0.0014074595355383533,0.0028149190710767065,0.0007037297677691766,0.003518648838845883,0.0028149190710767065,0.0028149190710767065,0.0007037297677691766,0.0,0.0014074595355383533,0.0007037297677691766,0.005629838142153413,0.00422237860661506,0.00211118930330753,0.00422237860661506,0.00211118930330753,0.00211118930330753,0.0049261083743842365,0.0007037297677691766,0.00211118930330753,0.005629838142153413,0.0028149190710767065,0.00211118930330753,0.00211118930330753,0.0028149190710767065,0.0014074595355383533,0.003518648838845883,0.00422237860661506,0.0014074595355383533,0.0014074595355383533,0.0049261083743842365,0.00211118930330753,0.0014074595355383533,0.0007037297677691766,0.0007037297677691766,0.0014074595355383533,0.0014074595355383533,0.0007037297677691766,0.0014074595355383533,0.0014074595355383533,0.0014074595355383533,0.00211118930330753,0.0014074595355383533,0.00211118930330753,0.0,0.00211118930330753,0.003518648838845883,0.0007037297677691766,0.00211118930330753,0.0,0.0014074595355383533,0.0007037297677691766
1922_Alanic-Mathilde_La-route-ardente.book --- m. conan,0.038869257950530034,0.024734982332155476,0.01060070671378092,0.02120141342756184,0.02120141342756184,0.007067137809187279,0.01060070671378092,0.02120141342756184,0.007067137809187279,0.014134275618374558,0.0035335689045936395,0.0,0.007067137809187279,0.0035335689045936395,0.014134275618374558,0.007067137809187279,0.01060070671378092,0.0035335689045936395,0.0,0.0035335689045936395,0.0035335689045936395,0.0,0.0035335689045936395,0.0035335689045936395,0.007067137809187279,0.0,0.0035335689045936395,0.0,0.0035335689045936395,0.007067137809187279,0.0,0.0,0.0035335689045936395,0.007067137809187279,0.0035335689045936395,0.0035335689045936395,0.0035335689045936395,0.0035335689045936395,0.007067137809187279,0.0,0.007067137809187279,0.0035335689045936395,0.0035335689045936395,0.007067137809187279,0.007067137809187279,0.0,0.0035335689045936395,0.0035335689045936395,0.007067137809187279,0.0035335689045936395,0.0,0.0,0.01060070671378092,0.0035335689045936395,0.0,0.007067137809187279,0.0035335689045936395,0.0,0.0035335689045936395,0.0,0.0035335689045936395,0.0,0.014134275618374558,0.0,0.0,0.0035335689045936395,0.0035335689045936395,0.0,0.014134275618374558,0.0035335689045936395,0.0035335689045936395,0.0035335689045936395,0.0,0.0035335689045936395,0.0035335689045936395,0.0,0.007067137809187279,0.0,0.0035335689045936395,0.0035335689045936395,0.0035335689045936395,0.0,0.0035335689045936395,0.0035335689045936395,0.0,0.0,0.0035335689045936395,0.0,0.0035335689045936395,0.0035335689045936395,0.0035335689045936395,0.007067137809187279,0.0,0.01060070671378092,0.0,0.0,0.0,0.0,0.0,0.0035335689045936395
1922_Alanic-Mathilde_La-route-ardente.book --- mme conan,0.017167381974248927,0.017167381974248927,0.017167381974248927,0.02575107296137339,0.004291845493562232,0.004291845493562232,0.017167381974248927,0.017167381974248927,0.017167381974248927,0.008583690987124463,0.0,0.008583690987124463,0.008583690987124463,0.0,0.008583690987124463,0.008583690987124463,0.012875536480686695,0.004291845493562232,0.0,0.008583690987124463,0.004291845493562232,0.0,0.008583690987124463,0.004291845493562232,0.004291845493562232,0.004291845493562232,0.008583690987124463,0.0,0.008583690987124463,0.0,0.0,0.004291845493562232,0.0,0.0,0.0,0.004291845493562232,0.008583690987124463,0.0,0.004291845493562232,0.004291845493562232,0.0,0.004291845493562232,0.0,0.008583690987124463,0.004291845493562232,0.0,0.0,0.0,0.004291845493562232,0.0,0.0,0.004291845493562232,0.008583690987124463,0.004291845493562232,0.004291845493562232,0.0,0.004291845493562232,0.0,0.012875536480686695,0.0,0.004291845493562232,0.0,0.0,0.0,0.0,0.0,0.008583690987124463,0.004291845493562232,0.004291845493562232,0.0,0.0,0.0,0.004291845493562232,0.0,0.0,0.0,0.0,0.008583690987124463,0.004291845493562232,0.004291845493562232,0.004291845493562232,0.0,0.004291845493562232,0.0,0.004291845493562232,0.0,0.0,0.004291845493562232,0.004291845493562232,0.004291845493562232,0.0,0.0,0.004291845493562232,0.0,0.004291845493562232,0.0,0.0,0.0,0.0,0.0
1922_Alanic-Mathilde_La-route-ardente.book --- mlle le goël,0.051470588235294115,0.022058823529411766,0.022058823529411766,0.007352941176470588,0.03676470588235294,0.007352941176470588,0.029411764705882353,0.029411764705882353,0.022058823529411766,0.014705882352941176,0.0,0.0,0.007352941176470588,0.007352941176470588,0.022058823529411766,0.014705882352941176,0.0,0.007352941176470588,0.0,0.007352941176470588,0.0,0.007352941176470588,0.007352941176470588,0.007352941176470588,0.007352941176470588,0.0,0.0,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007352941176470588,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.007352941176470588,0.0,0.0,0.0,0.0,0.007352941176470588,0.007352941176470588,0.0,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.007352941176470588,0.007352941176470588,0.014705882352941176,0.014705882352941176,0.0,0.007352941176470588,0.0,0.0,0.0,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007352941176470588,0.0,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.0
1922_Alanic-Mathilde_La-route-ardente.book --- patrice conan,0.0,0.025380710659898477,0.005076142131979695,0.015228426395939087,0.015228426395939087,0.0,0.005076142131979695,0.005076142131979695,0.025380710659898477,0.01015228426395939,0.015228426395939087,0.005076142131979695,0.005076142131979695,0.0,0.005076142131979695,0.01015228426395939,0.005076142131979695,0.0,0.015228426395939087,0.005076142131979695,0.005076142131979695,0.005076142131979695,0.005076142131979695,0.0,0.01015228426395939,0.005076142131979695,0.0,0.01015228426395939,0.0,0.0,0.005076142131979695,0.015228426395939087,0.005076142131979695,0.005076142131979695,0.0,0.005076142131979695,0.005076142131979695,0.005076142131979695,0.005076142131979695,0.005076142131979695,0.0,0.015228426395939087,0.0,0.005076142131979695,0.005076142131979695,0.0,0.0,0.01015228426395939,0.015228426395939087,0.005076142131979695,0.005076142131979695,0.0,0.0,0.0,0.005076142131979695,0.01015228426395939,0.0,0.0,0.0,0.005076142131979695,0.005076142131979695,0.0,0.0,0.005076142131979695,0.005076142131979695,0.0,0.005076142131979695,0.005076142131979695,0.0,0.005076142131979695,0.01015228426395939,0.0,0.0,0.0,0.005076142131979695,0.0,0.0,0.005076142131979695,0.02030456852791878,0.01015228426395939,0.01015228426395939,0.0,0.005076142131979695,0.005076142131979695,0.0,0.0,0.0,0.0,0.0,0.005076142131979695,0.0,0.0,0.005076142131979695,0.0,0.0,0.0,0.0,0.0,0.005076142131979695,0.0
1922_Alanic-Mathilde_La-route-ardente.book --- l' oncle augustin,0.028037383177570093,0.028037383177570093,0.018691588785046728,0.028037383177570093,0.0,0.0,0.009345794392523364,0.009345794392523364,0.009345794392523364,0.009345794392523364,0.0,0.009345794392523364,0.009345794392523364,0.018691588785046728,0.009345794392523364,0.009345794392523364,0.018691588785046728,0.0,0.009345794392523364,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,0.009345794392523364,0.0,0.018691588785046728,0.0,0.009345794392523364,0.009345794392523364,0.0,0.028037383177570093,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.009345794392523364,0.009345794392523364,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.018691588785046728,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.009345794392523364,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,0.028037383177570093,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.0
1922_Alanic-Mathilde_La-route-ardente.book --- winifred,0.02702702702702703,0.0,0.013513513513513514,0.02702702702702703,0.013513513513513514,0.0,0.0,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.0,0.013513513513513514,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.013513513513513514,0.0,0.013513513513513514,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.04054054054054054,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922_Alanic-Mathilde_La-route-ardente.book --- sylvain,0.0,0.017857142857142856,0.03571428571428571,0.017857142857142856,0.0,0.05357142857142857,0.08928571428571429,0.017857142857142856,0.0,0.017857142857142856,0.0,0.0,0.0,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.017857142857142856,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.017857142857142856,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
1922_Alanic-Mathilde_La-route-ardente.book --- m. de kervenno,0.0,0.0,0.024390243902439025,0.04878048780487805,0.0,0.04878048780487805,0.024390243902439025,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.04878048780487805,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922_Alanic-Mathilde_La-route-ardente.book --- josèphe,0.0425531914893617,0.02127659574468085,0.0,0.0,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.02127659574468085,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0
1934_Veuzit-Max-du_La-chataigneraie.book --- m. de rouvalois,0.030594405594405596,0.025349650349650348,0.044580419580419584,0.02097902097902098,0.038461538461538464,0.015734265734265736,0.0236013986013986,0.019230769230769232,0.015734265734265736,0.022727272727272728,0.0034965034965034965,0.015734265734265736,0.01048951048951049,0.01048951048951049,0.013111888111888112,0.006118881118881119,0.005244755244755245,0.006118881118881119,0.01486013986013986,0.006993006993006993,0.005244755244755245,0.008741258741258742,0.019230769230769232,0.005244755244755245,0.0017482517482517483,0.007867132867132868,0.006118881118881119,0.006993006993006993,0.005244755244755245,0.005244755244755245,0.0026223776223776225,0.004370629370629371,0.008741258741258742,0.0026223776223776225,0.004370629370629371,0.0026223776223776225,0.0,0.0026223776223776225,0.0017482517482517483,0.008741258741258742,0.005244755244755245,0.006118881118881119,0.0,0.0,0.0008741258741258741,0.004370629370629371,0.0008741258741258741,0.0017482517482517483,0.0026223776223776225,0.0017482517482517483,0.0008741258741258741,0.0017482517482517483,0.007867132867132868,0.0008741258741258741,0.0008741258741258741,0.0008741258741258741,0.0034965034965034965,0.0,0.006993006993006993,0.004370629370629371,0.0026223776223776225,0.0026223776223776225,0.0017482517482517483,0.0017482517482517483,0.0034965034965034965,0.0017482517482517483,0.0034965034965034965,0.0008741258741258741,0.007867132867132868,0.007867132867132868,0.0017482517482517483,0.0034965034965034965,0.0,0.004370629370629371,0.0008741258741258741,0.0026223776223776225,0.005244755244755245,0.0008741258741258741,0.0017482517482517483,0.0008741258741258741,0.0026223776223776225,0.0026223776223776225,0.004370629370629371,0.0026223776223776225,0.0026223776223776225,0.004370629370629371,0.0008741258741258741,0.0,0.0017482517482517483,0.0008741258741258741,0.0,0.0,0.0034965034965034965,0.0017482517482517483,0.0026223776223776225,0.0017482517482517483,0.0017482517482517483,0.0026223776223776225,0.0026223776223776225,0.0017482517482517483
1934_Veuzit-Max-du_La-chataigneraie.book --- mademoiselle solange,0.051440329218107,0.024691358024691357,0.04526748971193416,0.018518518518518517,0.03497942386831276,0.03497942386831276,0.00411522633744856,0.027777777777777776,0.021604938271604937,0.013374485596707819,0.012345679012345678,0.027777777777777776,0.01131687242798354,0.01440329218106996,0.00720164609053498,0.00411522633744856,0.01440329218106996,0.006172839506172839,0.0102880658436214,0.013374485596707819,0.00823045267489712,0.009259259259259259,0.0051440329218107,0.006172839506172839,0.0030864197530864196,0.0205761316872428,0.0051440329218107,0.00823045267489712,0.00411522633744856,0.00720164609053498,0.00823045267489712,0.006172839506172839,0.0051440329218107,0.00411522633744856,0.0030864197530864196,0.00411522633744856,0.00102880658436214,0.0030864197530864196,0.006172839506172839,0.00102880658436214,0.00205761316872428,0.006172839506172839,0.00205761316872428,0.0030864197530864196,0.00411522633744856,0.0030864197530864196,0.0,0.00205761316872428,0.0030864197530864196,0.00411522633744856,0.00205761316872428,0.0,0.0,0.00823045267489712,0.00205761316872428,0.00411522633744856,0.00720164609053498,0.00411522633744856,0.00102880658436214,0.0,0.0051440329218107,0.00411522633744856,0.00102880658436214,0.0030864197530864196,0.00205761316872428,0.00205761316872428,0.0,0.00102880658436214,0.00205761316872428,0.0030864197530864196,0.0051440329218107,0.0051440329218107,0.00102880658436214,0.0,0.00102880658436214,0.006172839506172839,0.006172839506172839,0.0,0.0,0.00411522633744856,0.00411522633744856,0.00102880658436214,0.00102880658436214,0.00205761316872428,0.00205761316872428,0.00205761316872428,0.00102880658436214,0.0030864197530864196,0.0,0.00205761316872428,0.00102880658436214,0.0,0.0030864197530864196,0.00102880658436214,0.0,0.0051440329218107,0.00102880658436214,0.00102880658436214,0.00102880658436214,0.0
1934_Veuzit-Max-du_La-chataigneraie.book --- m. spinder,0.046153846153846156,0.026923076923076925,0.035576923076923075,0.032692307692307694,0.02980769230769231,0.022115384615384617,0.006730769230769231,0.015384615384615385,0.022115384615384617,0.022115384615384617,0.009615384615384616,0.016346153846153847,0.010576923076923078,0.006730769230769231,0.009615384615384616,0.007692307692307693,0.007692307692307693,0.0038461538461538464,0.010576923076923078,0.009615384615384616,0.0038461538461538464,0.010576923076923078,0.008653846153846154,0.0057692307692307696,0.0009615384615384616,0.006730769230769231,0.0057692307692307696,0.007692307692307693,0.007692307692307693,0.0038461538461538464,0.0028846153846153848,0.0057692307692307696,0.0019230769230769232,0.0009615384615384616,0.0057692307692307696,0.0038461538461538464,0.0,0.0019230769230769232,0.009615384615384616,0.008653846153846154,0.0019230769230769232,0.0019230769230769232,0.0028846153846153848,0.0,0.004807692307692308,0.0009615384615384616,0.007692307692307693,0.0009615384615384616,0.004807692307692308,0.006730769230769231,0.0009615384615384616,0.0038461538461538464,0.0057692307692307696,0.0028846153846153848,0.0009615384615384616,0.0019230769230769232,0.0038461538461538464,0.004807692307692308,0.0019230769230769232,0.0028846153846153848,0.0038461538461538464,0.0028846153846153848,0.0,0.0019230769230769232,0.0,0.0028846153846153848,0.004807692307692308,0.0009615384615384616,0.0019230769230769232,0.0038461538461538464,0.0019230769230769232,0.0019230769230769232,0.0009615384615384616,0.0009615384615384616,0.0038461538461538464,0.0019230769230769232,0.011538461538461539,0.0019230769230769232,0.0,0.0057692307692307696,0.0028846153846153848,0.0057692307692307696,0.0028846153846153848,0.0057692307692307696,0.004807692307692308,0.0,0.0,0.0009615384615384616,0.004807692307692308,0.0019230769230769232,0.0009615384615384616,0.0,0.0019230769230769232,0.0028846153846153848,0.0009615384615384616,0.0009615384615384616,0.0009615384615384616,0.0,0.0028846153846153848,0.0
1934_Veuzit-Max-du_La-chataigneraie.book --- solange,0.05263157894736842,0.022556390977443608,0.0406015037593985,0.03007518796992481,0.03458646616541353,0.022556390977443608,0.0015037593984962407,0.021052631578947368,0.016541353383458645,0.021052631578947368,0.0030075187969924814,0.019548872180451128,0.012030075187969926,0.0030075187969924814,0.009022556390977444,0.009022556390977444,0.007518796992481203,0.007518796992481203,0.019548872180451128,0.012030075187969926,0.010526315789473684,0.004511278195488722,0.004511278195488722,0.010526315789473684,0.004511278195488722,0.019548872180451128,0.016541353383458645,0.007518796992481203,0.009022556390977444,0.0015037593984962407,0.009022556390977444,0.0015037593984962407,0.0030075187969924814,0.004511278195488722,0.0,0.007518796992481203,0.004511278195488722,0.0015037593984962407,0.004511278195488722,0.0015037593984962407,0.0015037593984962407,0.0030075187969924814,0.0015037593984962407,0.0015037593984962407,0.007518796992481203,0.0015037593984962407,0.0,0.0030075187969924814,0.0030075187969924814,0.0030075187969924814,0.0015037593984962407,0.0015037593984962407,0.0015037593984962407,0.0,0.0015037593984962407,0.0030075187969924814,0.006015037593984963,0.0030075187969924814,0.004511278195488722,0.0030075187969924814,0.006015037593984963,0.006015037593984963,0.0,0.006015037593984963,0.0015037593984962407,0.0030075187969924814,0.0015037593984962407,0.0,0.0,0.0030075187969924814,0.004511278195488722,0.0015037593984962407,0.0030075187969924814,0.0030075187969924814,0.004511278195488722,0.0,0.0015037593984962407,0.0015037593984962407,0.0015037593984962407,0.0015037593984962407,0.0030075187969924814,0.0015037593984962407,0.0015037593984962407,0.004511278195488722,0.0,0.0015037593984962407,0.0030075187969924814,0.0030075187969924814,0.0030075187969924814,0.004511278195488722,0.0015037593984962407,0.0,0.0,0.0015037593984962407,0.0,0.004511278195488722,0.0,0.0,0.0015037593984962407,0.0015037593984962407
1934_Veuzit-Max-du_La-chataigneraie.book --- bernard,0.03015075376884422,0.02680067001675042,0.02512562814070352,0.038525963149078725,0.020100502512562814,0.018425460636515914,0.008375209380234505,0.03015075376884422,0.021775544388609715,0.008375209380234505,0.020100502512562814,0.01340033500837521,0.01340033500837521,0.011725293132328308,0.011725293132328308,0.006700167504187605,0.01675041876046901,0.0016750418760469012,0.01340033500837521,0.01507537688442211,0.006700167504187605,0.01340033500837521,0.006700167504187605,0.01340033500837521,0.006700167504187605,0.0,0.005025125628140704,0.008375209380234505,0.006700167504187605,0.005025125628140704,0.0016750418760469012,0.0033500837520938024,0.008375209380234505,0.005025125628140704,0.008375209380234505,0.0016750418760469012,0.0033500837520938024,0.0,0.005025125628140704,0.0,0.005025125628140704,0.005025125628140704,0.0016750418760469012,0.0,0.0033500837520938024,0.0016750418760469012,0.0033500837520938024,0.011725293132328308,0.0016750418760469012,0.010050251256281407,0.0033500837520938024,0.0,0.0016750418760469012,0.0033500837520938024,0.0016750418760469012,0.0,0.008375209380234505,0.0033500837520938024,0.005025125628140704,0.0,0.0,0.0016750418760469012,0.0016750418760469012,0.0016750418760469012,0.0033500837520938024,0.0,0.005025125628140704,0.0033500837520938024,0.006700167504187605,0.005025125628140704,0.0,0.006700167504187605,0.0,0.0016750418760469012,0.0,0.0,0.0016750418760469012,0.0033500837520938024,0.0,0.0016750418760469012,0.0016750418760469012,0.0033500837520938024,0.0,0.0016750418760469012,0.0033500837520938024,0.0016750418760469012,0.0,0.0,0.0016750418760469012,0.006700167504187605,0.0016750418760469012,0.0,0.0,0.0016750418760469012,0.0016750418760469012,0.0016750418760469012,0.0,0.0,0.0,0.0
1934_Veuzit-Max-du_La-chataigneraie.book --- mme de borel,0.048417132216014895,0.0148975791433892,0.0260707635009311,0.027932960893854747,0.03910614525139665,0.024208566108007448,0.00186219739292365,0.03165735567970205,0.01675977653631285,0.020484171322160148,0.0148975791433892,0.01303538175046555,0.0111731843575419,0.00558659217877095,0.0223463687150838,0.00558659217877095,0.00931098696461825,0.00931098696461825,0.0111731843575419,0.0074487895716946,0.0037243947858473,0.0074487895716946,0.00558659217877095,0.0074487895716946,0.00186219739292365,0.01303538175046555,0.00931098696461825,0.0111731843575419,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.00186219739292365,0.0111731843575419,0.0,0.00558659217877095,0.0074487895716946,0.00186219739292365,0.0037243947858473,0.0037243947858473,0.00186219739292365,0.00558659217877095,0.00186219739292365,0.00186219739292365,0.00186219739292365,0.01303538175046555,0.0037243947858473,0.0,0.0037243947858473,0.0074487895716946,0.0,0.0,0.00931098696461825,0.00186219739292365,0.0037243947858473,0.0037243947858473,0.0037243947858473,0.0037243947858473,0.0037243947858473,0.0037243947858473,0.0,0.0037243947858473,0.00558659217877095,0.00186219739292365,0.0,0.0,0.0,0.00186219739292365,0.00558659217877095,0.0037243947858473,0.0111731843575419,0.0,0.0074487895716946,0.0,0.0037243947858473,0.00186219739292365,0.0,0.0,0.0,0.00186219739292365,0.00186219739292365,0.00186219739292365,0.00186219739292365,0.0,0.00186219739292365,0.0074487895716946,0.0,0.00186219739292365,0.0111731843575419,0.00186219739292365,0.0,0.0,0.0,0.0,0.0074487895716946,0.0,0.0037243947858473,0.0,0.0,0.0,0.0
1934_Veuzit-Max-du_La-chataigneraie.book --- sauvage,0.037383177570093455,0.02570093457943925,0.028037383177570093,0.02570093457943925,0.009345794392523364,0.03271028037383177,0.007009345794392523,0.02102803738317757,0.014018691588785047,0.02336448598130841,0.02102803738317757,0.014018691588785047,0.011682242990654205,0.009345794392523364,0.02102803738317757,0.004672897196261682,0.009345794392523364,0.007009345794392523,0.004672897196261682,0.011682242990654205,0.004672897196261682,0.011682242990654205,0.004672897196261682,0.018691588785046728,0.007009345794392523,0.004672897196261682,0.0,0.009345794392523364,0.007009345794392523,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.007009345794392523,0.002336448598130841,0.011682242990654205,0.0,0.002336448598130841,0.009345794392523364,0.0,0.0,0.004672897196261682,0.004672897196261682,0.0,0.0,0.004672897196261682,0.0,0.002336448598130841,0.0,0.004672897196261682,0.002336448598130841,0.004672897196261682,0.002336448598130841,0.0,0.004672897196261682,0.007009345794392523,0.004672897196261682,0.009345794392523364,0.004672897196261682,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.002336448598130841,0.0,0.004672897196261682,0.002336448598130841,0.0,0.002336448598130841,0.004672897196261682,0.002336448598130841,0.0,0.002336448598130841,0.0,0.002336448598130841,0.014018691588785047,0.007009345794392523,0.0,0.002336448598130841,0.004672897196261682,0.002336448598130841,0.0,0.0,0.004672897196261682,0.004672897196261682,0.004672897196261682,0.004672897196261682,0.002336448598130841,0.0,0.002336448598130841,0.0,0.002336448598130841,0.0,0.0,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.002336448598130841,0.0
1934_Veuzit-Max-du_La-chataigneraie.book --- maurice,0.046511627906976744,0.01744186046511628,0.020348837209302327,0.0377906976744186,0.023255813953488372,0.00872093023255814,0.023255813953488372,0.014534883720930232,0.01744186046511628,0.02616279069767442,0.014534883720930232,0.020348837209302327,0.014534883720930232,0.023255813953488372,0.014534883720930232,0.0029069767441860465,0.014534883720930232,0.005813953488372093,0.00872093023255814,0.005813953488372093,0.0029069767441860465,0.020348837209302327,0.014534883720930232,0.00872093023255814,0.0029069767441860465,0.0029069767441860465,0.0029069767441860465,0.0029069767441860465,0.011627906976744186,0.011627906976744186,0.0,0.0,0.0029069767441860465,0.005813953488372093,0.005813953488372093,0.005813953488372093,0.0,0.005813953488372093,0.0,0.01744186046511628,0.0,0.005813953488372093,0.005813953488372093,0.0,0.0029069767441860465,0.0,0.0,0.0029069767441860465,0.00872093023255814,0.0,0.0029069767441860465,0.0,0.005813953488372093,0.005813953488372093,0.0,0.0029069767441860465,0.0,0.0,0.00872093023255814,0.0029069767441860465,0.0,0.005813953488372093,0.0,0.0,0.0029069767441860465,0.0,0.0,0.0,0.005813953488372093,0.005813953488372093,0.0,0.0029069767441860465,0.0,0.0029069767441860465,0.0,0.005813953488372093,0.011627906976744186,0.0,0.0029069767441860465,0.0029069767441860465,0.0,0.0029069767441860465,0.0,0.0,0.0,0.0029069767441860465,0.0,0.00872093023255814,0.0029069767441860465,0.0,0.0029069767441860465,0.0,0.0029069767441860465,0.0,0.0,0.0029069767441860465,0.0,0.0,0.0029069767441860465,0.0
